timestamp,pod,function,cpu_millicores,memory_mib
1775161787,stage-librosa-85bd4b64d5-xpcwz,stage-librosa,1,153
1775161787,stage-object-detector-5d6f68c89-q7jbj,stage-object-detector,1,264
1775161795,orchestrator-9696d4c9-v6h68,orchestrator,1,108
1775161795,stage-deepspeech-7c7597dbb9-qfmcn,stage-deepspeech,1,67
1775161795,stage-ffmpeg-0-5c88f7c889-jxkcg,stage-ffmpeg-0,1,31
1775161795,stage-ffmpeg-0-5c88f7c889-q7nsq,stage-ffmpeg-0,1,76
1775161795,stage-ffmpeg-1-6958b695f5-mqs9q,stage-ffmpeg-1,1,85
1775161795,stage-ffmpeg-2-74bc5fcb57-jpdl8,stage-ffmpeg-2,1,77
1775161795,stage-ffmpeg-3-57d65c9bdf-rr7kf,stage-ffmpeg-3,1,58
1775161795,stage-librosa-85bd4b64d5-b7mlk,stage-librosa,631,153
1775161795,stage-librosa-85bd4b64d5-j7jrf,stage-librosa,1,312
1775161795,stage-librosa-85bd4b64d5-x6wh9,stage-librosa,995,147
1775161795,stage-librosa-85bd4b64d5-xpcwz,stage-librosa,1,153
1775161795,stage-object-detector-5d6f68c89-q7jbj,stage-object-detector,1,264
1775161802,orchestrator-9696d4c9-v6h68,orchestrator,1,108
1775161802,stage-deepspeech-7c7597dbb9-qfmcn,stage-deepspeech,1,67
1775161802,stage-ffmpeg-0-5c88f7c889-jxkcg,stage-ffmpeg-0,1,31
1775161802,stage-ffmpeg-0-5c88f7c889-q7nsq,stage-ffmpeg-0,1,76
1775161802,stage-ffmpeg-1-6958b695f5-mqs9q,stage-ffmpeg-1,1,85
1775161802,stage-ffmpeg-2-74bc5fcb57-jpdl8,stage-ffmpeg-2,1,77
1775161802,stage-ffmpeg-3-57d65c9bdf-rr7kf,stage-ffmpeg-3,1,58
1775161802,stage-librosa-85bd4b64d5-b7mlk,stage-librosa,1,153
1775161802,stage-librosa-85bd4b64d5-j7jrf,stage-librosa,1,312
1775161802,stage-librosa-85bd4b64d5-jzxmt,stage-librosa,996,151
1775161802,stage-librosa-85bd4b64d5-x6wh9,stage-librosa,153,153
1775161802,stage-librosa-85bd4b64d5-xpcwz,stage-librosa,1,153
1775161802,stage-object-detector-5d6f68c89-q7jbj,stage-object-detector,1,264
1775161810,orchestrator-9696d4c9-v6h68,orchestrator,1,108
1775161810,stage-deepspeech-7c7597dbb9-qfmcn,stage-deepspeech,1,67
1775161810,stage-ffmpeg-0-5c88f7c889-jxkcg,stage-ffmpeg-0,1,31
1775161810,stage-ffmpeg-0-5c88f7c889-q7nsq,stage-ffmpeg-0,1,76
1775161810,stage-ffmpeg-1-6958b695f5-mqs9q,stage-ffmpeg-1,1,85
1775161810,stage-ffmpeg-2-74bc5fcb57-jpdl8,stage-ffmpeg-2,1,77
1775161810,stage-ffmpeg-3-57d65c9bdf-rr7kf,stage-ffmpeg-3,1,58
1775161810,stage-librosa-85bd4b64d5-b7mlk,stage-librosa,1,153
1775161810,stage-librosa-85bd4b64d5-j7jrf,stage-librosa,1,312
1775161810,stage-librosa-85bd4b64d5-jzxmt,stage-librosa,996,151
1775161810,stage-librosa-85bd4b64d5-x6wh9,stage-librosa,153,153
1775161810,stage-librosa-85bd4b64d5-xpcwz,stage-librosa,1,153
1775161810,stage-object-detector-5d6f68c89-q7jbj,stage-object-detector,1,264
1775161818,orchestrator-9696d4c9-v6h68,orchestrator,1,108
1775161818,stage-deepspeech-7c7597dbb9-qfmcn,stage-deepspeech,1,67
1775161818,stage-ffmpeg-0-5c88f7c889-jxkcg,stage-ffmpeg-0,1,31
1775161818,stage-ffmpeg-0-5c88f7c889-q7nsq,stage-ffmpeg-0,1,76
1775161818,stage-ffmpeg-1-6958b695f5-mqs9q,stage-ffmpeg-1,1,85
1775161818,stage-ffmpeg-2-74bc5fcb57-jpdl8,stage-ffmpeg-2,1,77
1775161818,stage-ffmpeg-3-57d65c9bdf-rr7kf,stage-ffmpeg-3,23,58
1775161818,stage-librosa-85bd4b64d5-b7mlk,stage-librosa,1,153
1775161818,stage-librosa-85bd4b64d5-j7jrf,stage-librosa,1,312
1775161818,stage-librosa-85bd4b64d5-jzxmt,stage-librosa,114,153
1775161818,stage-librosa-85bd4b64d5-x6wh9,stage-librosa,1,153
1775161818,stage-librosa-85bd4b64d5-xpcwz,stage-librosa,1,153
1775161818,stage-object-detector-5d6f68c89-q7jbj,stage-object-detector,1,264
1775161826,orchestrator-9696d4c9-v6h68,orchestrator,1,108
1775161826,stage-deepspeech-7c7597dbb9-qfmcn,stage-deepspeech,1,67
1775161826,stage-ffmpeg-0-5c88f7c889-jxkcg,stage-ffmpeg-0,1,31
1775161826,stage-ffmpeg-0-5c88f7c889-q7nsq,stage-ffmpeg-0,1,76
1775161826,stage-ffmpeg-1-6958b695f5-mqs9q,stage-ffmpeg-1,1,85
1775161826,stage-ffmpeg-2-74bc5fcb57-jpdl8,stage-ffmpeg-2,1,77
1775161826,stage-ffmpeg-3-57d65c9bdf-rr7kf,stage-ffmpeg-3,23,58
1775161826,stage-librosa-85bd4b64d5-b7mlk,stage-librosa,1,153
1775161826,stage-librosa-85bd4b64d5-j7jrf,stage-librosa,1,312
1775161826,stage-librosa-85bd4b64d5-jzxmt,stage-librosa,114,153
1775161826,stage-librosa-85bd4b64d5-x6wh9,stage-librosa,1,153
1775161826,stage-librosa-85bd4b64d5-xpcwz,stage-librosa,1,153
1775161826,stage-object-detector-5d6f68c89-q7jbj,stage-object-detector,1,264
1775161833,orchestrator-9696d4c9-v6h68,orchestrator,20,109
1775161833,stage-deepspeech-7c7597dbb9-qfmcn,stage-deepspeech,67,67
1775161833,stage-ffmpeg-0-5c88f7c889-jxkcg,stage-ffmpeg-0,77,62
1775161833,stage-ffmpeg-0-5c88f7c889-q7nsq,stage-ffmpeg-0,96,77
1775161833,stage-ffmpeg-1-6958b695f5-mqs9q,stage-ffmpeg-1,58,85
1775161833,stage-ffmpeg-2-74bc5fcb57-jpdl8,stage-ffmpeg-2,158,81
1775161833,stage-ffmpeg-3-57d65c9bdf-rr7kf,stage-ffmpeg-3,23,58
1775161833,stage-librosa-85bd4b64d5-b7mlk,stage-librosa,191,198
1775161833,stage-librosa-85bd4b64d5-j7jrf,stage-librosa,1,312
1775161833,stage-librosa-85bd4b64d5-jzxmt,stage-librosa,258,223
1775161833,stage-librosa-85bd4b64d5-x6wh9,stage-librosa,1,153
1775161833,stage-librosa-85bd4b64d5-xpcwz,stage-librosa,130,175
1775161833,stage-object-detector-5d6f68c89-q7jbj,stage-object-detector,439,268
1775161841,orchestrator-9696d4c9-v6h68,orchestrator,20,109
1775161841,stage-deepspeech-7c7597dbb9-qfmcn,stage-deepspeech,67,67
1775161841,stage-ffmpeg-0-5c88f7c889-jxkcg,stage-ffmpeg-0,77,62
1775161841,stage-ffmpeg-0-5c88f7c889-q7nsq,stage-ffmpeg-0,96,77
1775161841,stage-ffmpeg-1-6958b695f5-mqs9q,stage-ffmpeg-1,58,85
1775161841,stage-ffmpeg-2-74bc5fcb57-jpdl8,stage-ffmpeg-2,158,81
1775161841,stage-ffmpeg-3-57d65c9bdf-rr7kf,stage-ffmpeg-3,23,58
1775161841,stage-librosa-85bd4b64d5-b7mlk,stage-librosa,191,198
1775161841,stage-librosa-85bd4b64d5-j7jrf,stage-librosa,1,312
1775161841,stage-librosa-85bd4b64d5-jzxmt,stage-librosa,258,223
1775161841,stage-librosa-85bd4b64d5-x6wh9,stage-librosa,1,153
1775161841,stage-librosa-85bd4b64d5-xpcwz,stage-librosa,130,175
1775161841,stage-object-detector-5d6f68c89-q7jbj,stage-object-detector,439,268
1775161849,orchestrator-9696d4c9-v6h68,orchestrator,167,110
1775161849,stage-deepspeech-7c7597dbb9-qfmcn,stage-deepspeech,1,67
1775161849,stage-ffmpeg-0-5c88f7c889-jxkcg,stage-ffmpeg-0,1,62
1775161849,stage-ffmpeg-0-5c88f7c889-q7nsq,stage-ffmpeg-0,1,77
1775161849,stage-ffmpeg-1-6958b695f5-mqs9q,stage-ffmpeg-1,1,85
1775161849,stage-ffmpeg-2-74bc5fcb57-jpdl8,stage-ffmpeg-2,9,77
1775161849,stage-ffmpeg-3-57d65c9bdf-rr7kf,stage-ffmpeg-3,247,58
1775161849,stage-librosa-85bd4b64d5-b7mlk,stage-librosa,1,198
1775161849,stage-librosa-85bd4b64d5-j7jrf,stage-librosa,1,312
1775161849,stage-librosa-85bd4b64d5-jzxmt,stage-librosa,1,223
1775161849,stage-librosa-85bd4b64d5-x6wh9,stage-librosa,1,153
1775161849,stage-librosa-85bd4b64d5-xpcwz,stage-librosa,1,175
1775161849,stage-object-detector-5d6f68c89-q7jbj,stage-object-detector,360,267
1775161856,orchestrator-9696d4c9-v6h68,orchestrator,167,110
1775161856,stage-deepspeech-7c7597dbb9-qfmcn,stage-deepspeech,1,67
1775161856,stage-ffmpeg-0-5c88f7c889-jxkcg,stage-ffmpeg-0,1,62
1775161856,stage-ffmpeg-0-5c88f7c889-q7nsq,stage-ffmpeg-0,1,77
1775161856,stage-ffmpeg-1-6958b695f5-mqs9q,stage-ffmpeg-1,1,85
1775161856,stage-ffmpeg-2-74bc5fcb57-jpdl8,stage-ffmpeg-2,9,77
1775161856,stage-ffmpeg-3-57d65c9bdf-rr7kf,stage-ffmpeg-3,247,58
1775161856,stage-librosa-85bd4b64d5-b7mlk,stage-librosa,1,198
1775161856,stage-librosa-85bd4b64d5-j7jrf,stage-librosa,1,312
1775161856,stage-librosa-85bd4b64d5-jzxmt,stage-librosa,1,223
1775161856,stage-librosa-85bd4b64d5-x6wh9,stage-librosa,1,153
1775161856,stage-librosa-85bd4b64d5-xpcwz,stage-librosa,1,175
1775161856,stage-object-detector-5d6f68c89-q7jbj,stage-object-detector,360,267
1775161864,orchestrator-9696d4c9-v6h68,orchestrator,13,109
1775161864,stage-deepspeech-7c7597dbb9-mdfn4,stage-deepspeech,1,31
1775161864,stage-deepspeech-7c7597dbb9-qfmcn,stage-deepspeech,1,67
1775161864,stage-ffmpeg-0-5c88f7c889-7zsks,stage-ffmpeg-0,80,31
1775161864,stage-ffmpeg-0-5c88f7c889-jxkcg,stage-ffmpeg-0,1,62
1775161864,stage-ffmpeg-0-5c88f7c889-q7nsq,stage-ffmpeg-0,1,77
1775161864,stage-ffmpeg-1-6958b695f5-mqs9q,stage-ffmpeg-1,1,85
1775161864,stage-ffmpeg-2-74bc5fcb57-4mx58,stage-ffmpeg-2,1,31
1775161864,stage-ffmpeg-2-74bc5fcb57-jpdl8,stage-ffmpeg-2,1,77
1775161864,stage-ffmpeg-2-74bc5fcb57-spgng,stage-ffmpeg-2,1,31
1775161864,stage-ffmpeg-3-57d65c9bdf-rr7kf,stage-ffmpeg-3,1,58
1775161864,stage-librosa-85bd4b64d5-b7mlk,stage-librosa,1,198
1775161864,stage-librosa-85bd4b64d5-j7jrf,stage-librosa,1,312
1775161864,stage-librosa-85bd4b64d5-jzxmt,stage-librosa,1,223
1775161864,stage-librosa-85bd4b64d5-x6wh9,stage-librosa,1,153
1775161864,stage-librosa-85bd4b64d5-xpcwz,stage-librosa,1,175
1775161864,stage-object-detector-5d6f68c89-9s4nv,stage-object-detector,115,117
1775161864,stage-object-detector-5d6f68c89-gr8t4,stage-object-detector,1,119
1775161864,stage-object-detector-5d6f68c89-mn9jz,stage-object-detector,1,126
1775161864,stage-object-detector-5d6f68c89-q7jbj,stage-object-detector,1,267
1775161872,orchestrator-9696d4c9-v6h68,orchestrator,5,110
1775161872,stage-deepspeech-7c7597dbb9-mdfn4,stage-deepspeech,20,58
1775161872,stage-deepspeech-7c7597dbb9-qfmcn,stage-deepspeech,1,67
1775161872,stage-ffmpeg-0-5c88f7c889-7zsks,stage-ffmpeg-0,1,31
1775161872,stage-ffmpeg-0-5c88f7c889-jxkcg,stage-ffmpeg-0,10,76
1775161872,stage-ffmpeg-0-5c88f7c889-q7nsq,stage-ffmpeg-0,1,77
1775161872,stage-ffmpeg-1-6958b695f5-mqs9q,stage-ffmpeg-1,1,85
1775161872,stage-ffmpeg-2-74bc5fcb57-4mx58,stage-ffmpeg-2,38,52
1775161872,stage-ffmpeg-2-74bc5fcb57-jpdl8,stage-ffmpeg-2,1,77
1775161872,stage-ffmpeg-2-74bc5fcb57-spgng,stage-ffmpeg-2,1,31
1775161872,stage-ffmpeg-3-57d65c9bdf-8drnl,stage-ffmpeg-3,142,52
1775161872,stage-ffmpeg-3-57d65c9bdf-9gth7,stage-ffmpeg-3,79,31
1775161872,stage-ffmpeg-3-57d65c9bdf-9zr27,stage-ffmpeg-3,56,31
1775161872,stage-ffmpeg-3-57d65c9bdf-rr7kf,stage-ffmpeg-3,1,58
1775161872,stage-librosa-85bd4b64d5-b7mlk,stage-librosa,1,198
1775161872,stage-librosa-85bd4b64d5-j7jrf,stage-librosa,47,313
1775161872,stage-librosa-85bd4b64d5-jzxmt,stage-librosa,1,223
1775161872,stage-librosa-85bd4b64d5-x6wh9,stage-librosa,1,153
1775161872,stage-librosa-85bd4b64d5-xpcwz,stage-librosa,1,175
1775161872,stage-object-detector-5d6f68c89-9s4nv,stage-object-detector,16,151
1775161872,stage-object-detector-5d6f68c89-dh8xh,stage-object-detector,81,121
1775161872,stage-object-detector-5d6f68c89-gr8t4,stage-object-detector,1,119
1775161872,stage-object-detector-5d6f68c89-mn9jz,stage-object-detector,1,126
1775161872,stage-object-detector-5d6f68c89-q7jbj,stage-object-detector,1,267
1775161879,orchestrator-9696d4c9-v6h68,orchestrator,5,110
1775161879,stage-deepspeech-7c7597dbb9-mdfn4,stage-deepspeech,20,58
1775161879,stage-deepspeech-7c7597dbb9-qfmcn,stage-deepspeech,1,67
1775161879,stage-ffmpeg-0-5c88f7c889-7zsks,stage-ffmpeg-0,1,31
1775161879,stage-ffmpeg-0-5c88f7c889-jxkcg,stage-ffmpeg-0,10,76
1775161879,stage-ffmpeg-0-5c88f7c889-q7nsq,stage-ffmpeg-0,1,77
1775161879,stage-ffmpeg-1-6958b695f5-mqs9q,stage-ffmpeg-1,1,85
1775161879,stage-ffmpeg-2-74bc5fcb57-4mx58,stage-ffmpeg-2,38,52
1775161879,stage-ffmpeg-2-74bc5fcb57-jpdl8,stage-ffmpeg-2,1,77
1775161879,stage-ffmpeg-2-74bc5fcb57-spgng,stage-ffmpeg-2,1,31
1775161879,stage-ffmpeg-3-57d65c9bdf-8drnl,stage-ffmpeg-3,142,52
1775161879,stage-ffmpeg-3-57d65c9bdf-9gth7,stage-ffmpeg-3,79,31
1775161879,stage-ffmpeg-3-57d65c9bdf-9zr27,stage-ffmpeg-3,56,31
1775161879,stage-ffmpeg-3-57d65c9bdf-rr7kf,stage-ffmpeg-3,1,58
1775161879,stage-librosa-85bd4b64d5-b7mlk,stage-librosa,1,198
1775161879,stage-librosa-85bd4b64d5-j7jrf,stage-librosa,47,313
1775161879,stage-librosa-85bd4b64d5-jzxmt,stage-librosa,1,223
1775161879,stage-librosa-85bd4b64d5-x6wh9,stage-librosa,1,153
1775161879,stage-librosa-85bd4b64d5-xpcwz,stage-librosa,1,175
1775161879,stage-object-detector-5d6f68c89-9s4nv,stage-object-detector,16,151
1775161879,stage-object-detector-5d6f68c89-dh8xh,stage-object-detector,81,121
1775161879,stage-object-detector-5d6f68c89-gr8t4,stage-object-detector,1,119
1775161879,stage-object-detector-5d6f68c89-mn9jz,stage-object-detector,1,126
1775161879,stage-object-detector-5d6f68c89-q7jbj,stage-object-detector,1,267
1775161887,orchestrator-9696d4c9-v6h68,orchestrator,37,112
1775161887,stage-deepspeech-7c7597dbb9-mdfn4,stage-deepspeech,20,58
1775161887,stage-deepspeech-7c7597dbb9-qfmcn,stage-deepspeech,32,67
1775161887,stage-ffmpeg-0-5c88f7c889-7zsks,stage-ffmpeg-0,75,57
1775161887,stage-ffmpeg-0-5c88f7c889-jxkcg,stage-ffmpeg-0,101,67
1775161887,stage-ffmpeg-0-5c88f7c889-q7nsq,stage-ffmpeg-0,54,97
1775161887,stage-ffmpeg-1-6958b695f5-mqs9q,stage-ffmpeg-1,69,85
1775161887,stage-ffmpeg-2-74bc5fcb57-4mx58,stage-ffmpeg-2,80,60
1775161887,stage-ffmpeg-2-74bc5fcb57-jpdl8,stage-ffmpeg-2,23,77
1775161887,stage-ffmpeg-2-74bc5fcb57-spgng,stage-ffmpeg-2,43,54
1775161887,stage-ffmpeg-3-57d65c9bdf-8drnl,stage-ffmpeg-3,1,52
1775161887,stage-ffmpeg-3-57d65c9bdf-9gth7,stage-ffmpeg-3,1,31
1775161887,stage-ffmpeg-3-57d65c9bdf-9zr27,stage-ffmpeg-3,144,52
1775161887,stage-ffmpeg-3-57d65c9bdf-qmdmk,stage-ffmpeg-3,61,31
1775161887,stage-ffmpeg-3-57d65c9bdf-rr7kf,stage-ffmpeg-3,130,59
1775161887,stage-librosa-85bd4b64d5-b7mlk,stage-librosa,1,198
1775161887,stage-librosa-85bd4b64d5-j7jrf,stage-librosa,367,319
1775161887,stage-librosa-85bd4b64d5-jzxmt,stage-librosa,1,223
1775161887,stage-librosa-85bd4b64d5-x6wh9,stage-librosa,1,153
1775161887,stage-librosa-85bd4b64d5-xpcwz,stage-librosa,172,206
1775161887,stage-object-detector-5d6f68c89-9s4nv,stage-object-detector,73,154
1775161887,stage-object-detector-5d6f68c89-dh8xh,stage-object-detector,51,150
1775161887,stage-object-detector-5d6f68c89-gr8t4,stage-object-detector,147,169
1775161887,stage-object-detector-5d6f68c89-mn9jz,stage-object-detector,1,126
1775161887,stage-object-detector-5d6f68c89-q7jbj,stage-object-detector,125,267
1775161895,orchestrator-9696d4c9-v6h68,orchestrator,37,112
1775161895,stage-deepspeech-7c7597dbb9-mdfn4,stage-deepspeech,20,58
1775161895,stage-deepspeech-7c7597dbb9-qfmcn,stage-deepspeech,32,67
1775161895,stage-ffmpeg-0-5c88f7c889-7zsks,stage-ffmpeg-0,75,57
1775161895,stage-ffmpeg-0-5c88f7c889-jxkcg,stage-ffmpeg-0,101,67
1775161895,stage-ffmpeg-0-5c88f7c889-q7nsq,stage-ffmpeg-0,54,97
1775161895,stage-ffmpeg-1-6958b695f5-mqs9q,stage-ffmpeg-1,69,85
1775161895,stage-ffmpeg-2-74bc5fcb57-4mx58,stage-ffmpeg-2,80,60
1775161895,stage-ffmpeg-2-74bc5fcb57-jpdl8,stage-ffmpeg-2,23,77
1775161895,stage-ffmpeg-2-74bc5fcb57-spgng,stage-ffmpeg-2,43,54
1775161895,stage-ffmpeg-3-57d65c9bdf-8drnl,stage-ffmpeg-3,1,52
1775161895,stage-ffmpeg-3-57d65c9bdf-9gth7,stage-ffmpeg-3,1,31
1775161895,stage-ffmpeg-3-57d65c9bdf-9zr27,stage-ffmpeg-3,144,52
